order,family,genus,species,brain_mass,body_mass,common_name
Afrosoricida,Chrysochloridae,Chrysochloris,stuhlmanni,1.06,50.05,Stuhlmann s Golden Mole
Afrosoricida,Tenrecidae,Microgale,cowani,0.42,15.2,Cowan's Shrew Tenrec
Afrosoricida,Tenrecidae,Microgale,dobsoni,0.56,32.6,Dobson's Shrew Tenrec
Afrosoricida,Tenrecidae,Oryzorictes,hova,0.58,44.2,Hova rice tenrec
Afrosoricida,Tenrecidae,Echinops,telfairi,0.62,87.5,Lesser Hedgehog Tenrec
Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,0.7,49,Cape Golden Mole
Afrosoricida,Tenrecidae,Microgale,talazaci,0.79,50.4,Talazac's Shrew Tenrec
Afrosoricida,Tenrecidae,Micropotamogale,lamottei,0.8,69.59,Nimba Otter Shrew
Afrosoricida,Tenrecidae,Hemicentetes,semispinosus,0.83,110,Lowland Streaked Tenrec
Afrosoricida,Tenrecidae,Limnogale,mergulus,1.15,92,Web-footed Tenrec
Afrosoricida,Tenrecidae,Setifer,setosus,1.51,248,Greater Hedgehog Tenrec
Afrosoricida,Tenrecidae,Tenrec,ecaudatus,2.84,907,Tail-less Tenrec
Afrosoricida,Tenrecidae,Potamogale,velox,4.05,650,Giant Otter Shrew
Artiodactyla,Bovidae,Tragelaphus,scriptus,165,44225,Bushbuck
Artiodactyla,Cervidae,Rangifer,tarandus,278,71700,Reindeer
Artiodactyla,Bovidae,Syncerus,caffer,647.5,665440,African Buffalo
Artiodactyla,Cervidae,Odocoileus,virginianus,210,65090,White-tailed Deer
Artiodactyla,Bovidae,Damaliscus,pygargus,254.6,62500,Bontebok (see comments)
Artiodactyla,Bovidae,Tragelaphus,eurycerus,389,253000,Bongo
Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,720,1351000,Common Hippopotamus
Artiodactyla,Bovidae,Tragelaphus,imberbis,219,145000,Lesser Kudu
Artiodactyla,Bovidae,Kobus,leche,222.7,123000,Lechwe
Artiodactyla,Bovidae,Tragelaphus,angasii,230,137000,Nyala
Artiodactyla,Camelidae,Lama,glama,264.2,90217,Guanaco
Artiodactyla,Bovidae,Hippotragus,niger,282,165000,Sable Antelope
Artiodactyla,Bovidae,Alcelaphus,buselaphus,284.9,114750,Hartebeest
Artiodactyla,Bovidae,Damaliscus,lunatus,290.6,111000,Common Tsessebe
Artiodactyla,Bovidae,Oryx,gazella,292,165000,Gemsbok
Artiodactyla,Bovidae,Tragelaphus,buxtoni,330,280000,Mountain Nyala
Artiodactyla,Bovidae,Tragelaphus,strepsiceros,361,280000,Greater Kudu
Artiodactyla,Bovidae,Hippotragus,equinus,387.9,238375,Roan Antelope
Artiodactyla,Bovidae,Taurotragus,oryx,440,4e+05,Common Eland
Artiodactyla,Bovidae,Bos,taurus,452.8,46100,Aurochs
Artiodactyla,Bovidae,Bison,bison,458,431500,American Bison
Artiodactyla,Bovidae,Taurotragus,derbianus,534,9e+05,Derby Eland
Artiodactyla,Camelidae,Camelus,dromedarius,762,4e+05,Arabian Camel
Artiodactyla,Bovidae,Madoqua,kirkii,37,4570,Kirk's Dikdik
Artiodactyla,Bovidae,Eudorcas,thomsonii,91.8,24370,Thomson's Gazelle
Artiodactyla,Suidae,Phacochoerus,aethiopicus,125,65320,Desert Warthog
Artiodactyla,Bovidae,Aepyceros,melampus,175,57610,Impala
Artiodactyla,Cervidae,Axis,axis,219,88450,Axis deer
Artiodactyla,Bovidae,Kobus,ellipsiprymnus,290,188200,Waterbuck
Artiodactyla,Bovidae,Connochaetes,taurinus,443,212230,Blue Wildebeest
Artiodactyla,Giraffidae,Giraffa,camelopardalis,700,1209000,Giraffe
Artiodactyla,Tragulidae,Tragulus,javanicus,15.8,2037,Java Mouse-deer
Artiodactyla,Tragulidae,Moschiola,meminna,16.93,1997,Indian Spotted Chevrotain
Artiodactyla,Tragulidae,Tragulus,napu,18.5,2510,Greater Mouse-deer
Artiodactyla,Tragulidae,Hyemoschus,aquaticus,25.2,10800,Water Chevrotain
Artiodactyla,Bovidae,Neotragus,moschatus,32,3250,Suni
Artiodactyla,Bovidae,Philantomba,maxwellii,38,3357,Maxwell's Duiker
Artiodactyla,Bovidae,Philantomba,monticola,48,5650,Blue Duiker
Artiodactyla,Bovidae,Raphicerus,campestris,51.3,10200,Steenbok
Artiodactyla,Cervidae,Hydropotes,inermis,52,11300,Chinese Water Deer
Artiodactyla,Bovidae,Raphicerus,melanotis,55,10100,Cape Grysbok
Artiodactyla,Cervidae,Mazama,americana,56,3500,South American Red Brocket
Artiodactyla,Bovidae,Ourebia,ourebi,58.3,14617,Oribi
Artiodactyla,Bovidae,Oreotragus,oreotragus,59.4,11000,Klipspringer
Artiodactyla,Bovidae,Gazella,dorcas,70.8,17275,Dorcas Gazelle
Artiodactyla,Bovidae,Sylvicapra,grimmia,77.2,12625,Bush Duiker
Artiodactyla,Bovidae,Cephalophus,zebra,83,10000,Zebra Duiker
Artiodactyla,Bovidae,Cephalophus,natalensis,84.1,12500,Natal duiker
Artiodactyla,Bovidae,Cephalophus,nigrifrons,85,13650,Black-fronted Duiker
Artiodactyla,Cervidae,Capreolus,capreolus,92.7,17472,European Roe
Artiodactyla,Bovidae,Cephalophus,dorsalis,92.897,19998.6187,Bay Duier
Artiodactyla,Bovidae,Cephalophus,leucogaster,93,13000,White-bellied Duiker
Artiodactyla,Tayassuidae,Pecari,tajacu,101.5,18309,Collared Peccary
Artiodactyla,Bovidae,Redunca,fulvorufula,109,31000,Mountain Reedbuck
Artiodactyla,Bovidae,Antilope,cervicapra,110.8,28800,Blackbuck
Artiodactyla,Bovidae,Capra,hircus,115,27660,Goat
Artiodactyla,Bovidae,Litocranius,walleri,117.5,39750,Gerenuk
Artiodactyla,Bovidae,Rupicapra,rupicapra,117.8,27167,Alpine Chamois
Artiodactyla,Bovidae,Pelea,capreolus,121,24000,Vaal Rhebok
Artiodactyla,Bovidae,Redunca,redunca,123,47500,Bohar reedbuck
Artiodactyla,Cervidae,Muntiacus,muntjak,124.5,16600,Indian muntjac
Artiodactyla,Antilocapridae,Antilocapra,americana,125.6,46750,Pronghorn
Artiodactyla,Suidae,Babyrousa,babyrussa,127,78000,Buru Babirusa
Artiodactyla,Suidae,Phacochoerus,africanus,132.5,67000,Common Wart-hog
Artiodactyla,Bovidae,Antidorcas,marsupialis,135,36518,Springbok
Artiodactyla,Bovidae,Redunca,arundinum,136.8,38200,Southern Reedbuck
Artiodactyla,Suidae,Potamochoerus,porcus,138,75000,Red River Hog
Artiodactyla,Bovidae,Nanger,granti,139,40500,Grant's Gazelle
Artiodactyla,Bovidae,Ovis,ammon,140,55000,Argali
Artiodactyla,Suidae,Hylochoerus,meinertzhageni,141,2e+05,Giant Forest Hog
Artiodactyla,Cervidae,Axis,porcinus,142,30000,Hog Deer
Artiodactyla,Bovidae,Tragelaphus,spekii,145,42000,Sitatunga
Artiodactyla,Tayassuidae,Tayassu,pecari,145.8,32233.33,White-lipped Peccary
Artiodactyla,Bovidae,Nanger,dama,150,60000,Dama Gazelle
Artiodactyla,Bovidae,Hemitragus,jemlahicus,166,70000,Himalayan Tahr
Artiodactyla,Suidae,Sus,scrofa,169.8,86772.73,Wild Boar
Artiodactyla,Bovidae,Cephalophus,silvicultor,170,43000,Yellow-backed Duiker
Artiodactyla,Bovidae,Ovis,aries,175,55500,Red Sheep
Artiodactyla,Bovidae,Addax,nasomaculatus,185,107000,Addax
Artiodactyla,Cervidae,Odocoileus,hemionus,189.3,58990,Mule Deer
Artiodactyla,Camelidae,Vicugna,vicugna,199.9,46215,Vicugna
Artiodactyla,Cervidae,Cervus,nippon,200,46000,Sika
Artiodactyla,Bovidae,Kobus,kob,204,117500,Kob
Artiodactyla,Bovidae,Ammotragus,lervia,209,110000,Barbary Sheep
Artiodactyla,Hippopotamidae,Hexaprotodon,liberiensis,215,81000,Pygmy Hippopotamus
Artiodactyla,Bovidae,Boselaphus,tragocamelus,271.75,125000,Nilgai
Artiodactyla,Bovidae,Oryx,beisa,282,175000,Beisa
Artiodactyla,Bovidae,Bos,grunniens,334,250000,Yak
Artiodactyla,Bovidae,Alcelaphus,lichtensteinii,357,165000,Lichtenstein's Hartebeest
Artiodactyla,Cervidae,Alces,americanus,407,272000,Moose
Artiodactyla,Cervidae,Alces,alces,436,2e+05,Elk
Artiodactyla,Giraffidae,Okapia,johnstoni,501,240000,Okapi
Artiodactyla,Camelidae,Camelus,bactrianus,575,4e+05,Bactrian Camel
Carnivora,Mustelidae,Mustela,erminea,4.57,156.43,Ermine
Carnivora,Mephitidae,Mephitis,mephitis,10.15,1980,Striped Skunk
Carnivora,Phocidae,Pusa,caspica,162.5,62750,Caspian Seal
Carnivora,Phocidae,Pusa,sibirica,187.5,89500,Baikal Seal
Carnivora,Phocidae,Pusa,hispida,196.25,69085,Ringed Seal
Carnivora,Phocidae,Histriophoca,fasciata,248.75,87580,Ribbon Seal
Carnivora,Phocidae,Phoca,largha,253.75,91500,Spotted Seal
Carnivora,Felidae,Panthera,tigris,269.73,195000,Tiger
Carnivora,Otariidae,Arctocephalus,galapagoensis,291.25,45950,Galapagos Fur Seal
Carnivora,Otariidae,Arctocephalus,australis,307.5,103750,Australian sea lion
Carnivora,Phocidae,Halichoerus,grypus,307.5,194000,Atlantic gray seal
Carnivora,Otariidae,Arctocephalus,forsteri,320,109690,Antipodean fur seal
Carnivora,Otariidae,Arctocephalus,tropicalis,326.25,101250,Amsterdam fur seal
Carnivora,Otariidae,Callorhinus,ursinus,334.83,150916.67,Northern Fur Seal
Carnivora,Ursidae,Ursus,arctos,335.97,131022.67,Brown Bear
Carnivora,Otariidae,Arctocephalus,gazella,340,96600,Antarctic Fur Seal
Carnivora,Otariidae,Arctocephalus,pusillus,369.38,178750,Brown Fur Seal
Carnivora,Otariidae,Neophoca,cinerea,388.75,189275,Australian Sealion
Carnivora,Otariidae,Phocarctos,hookeri,393.75,273500,Auckland sea lion
Carnivora,Phocidae,Cystophora,cristata,455,282840,Hooded Seal
Carnivora,Phocidae,Monachus,monachus,480,280500,Mediterranean Monk Seal
Carnivora,Phocidae,Ommatophoca,rossii,495,179400,Ross Seal
Carnivora,Otariidae,Otaria,flavescens,506.25,222000,South American Sealion
Carnivora,Ursidae,Ursus,maritimus,507,317000,Polar Bear
Carnivora,Phocidae,Leptonychotes,weddellii,564.17,378666.67,Weddell Seal
Carnivora,Phocidae,Lobodon,carcinophaga,586.25,222250,Crabeater Seal
Carnivora,Otariidae,Eumetopias,jubatus,661.25,643775,Northern Sea Lion
Carnivora,Phocidae,Hydrurga,leptonyx,712.5,345500,Leopard seal
Carnivora,Phocidae,Mirounga,leonina,1205,2006500,Southern Elephant Seal
Carnivora,Odobenidae,Odobenus,rosmarus,1410.25,1022225,Walrus
Carnivora,Canidae,Vulpes,vulpes,49.64,3722.71,Red Fox
Carnivora,Viverridae,Genetta,tigrina,15.35,1525,Cape Genet
Carnivora,Canidae,Otocyon,megalotis,26.09,3335,Bat-eared Fox
Carnivora,Procyonidae,Potos,flavus,33.08,2241.5,Kinkajou
Carnivora,Procyonidae,Nasua,nasua,37.5,3187.5,Brown-nosed Coati
Carnivora,Procyonidae,Bassariscus,sumichrasti,41.9,2722,Cacomistle
Carnivora,Ursidae,Melursus,ursinus,267,136080,Sloth Bear
Carnivora,Ursidae,Helarctos,malayanus,385.5,45020,Malayan Sun Bear
Carnivora,Phocidae,Erignathus,barbatus,460,281000,Bearded Seal
Carnivora,Phocidae,Pagophilus,groenlandicus,275,132250,Harp Seal
Carnivora,Phocidae,Mirounga,angustirostris,670,7e+05,Northern Elephant Seal
Carnivora,Procyonidae,Procyon,lotor,41.07,4975.67,Northern Raccoon
Carnivora,Procyonidae,Nasua,narica,44.17,6250,White-nosed Coati
Carnivora,Phocidae,Phoca,vitulina,315,73635,Common seal
Carnivora,Mustelidae,Mustela,putorius,7.87,915,European Polecat
Carnivora,Herpestidae,Ichneumia,albicauda,28.3,4400,White-tailed Mongoose
Carnivora,Canidae,Urocyon,cinereoargenteus,37.28,3749,Common Gray Fox
Carnivora,Felidae,Leptailurus,serval,54.1,11340,Serval
Carnivora,Felidae,Leopardus,pardalis,63.1,9525.5,Ocelot
Carnivora,Felidae,Lynx,rufus,65,6350,Bobcat
Carnivora,Felidae,Lynx,canadensis,69.5,14969,Canada Lynx
Carnivora,Felidae,Panthera,pardus,135,48000,Leopard
Carnivora,Felidae,Puma,concolor,154,54432,Cougar
Carnivora,Ursidae,Ursus,americanus,248,25990,American Black Bear
Carnivora,Phocidae,Monachus,schauinslandi,370,173000,Hawaiian Monk Seal
Carnivora,Otariidae,Arctocephalus,philippii,415,140000,Juan Fernandez fur seal
Carnivora,Viverridae,Genetta,pardina,15.4,1032,Pardine Genet
Carnivora,Mustelidae,Mustela,nivalis,2,60,Least Weasel
Carnivora,Mustelidae,Mustela,frenata,4,165,Long-tailed Weasel
Carnivora,Mustelidae,Mustela,altaica,4.48,190,Mountain Weasel
Carnivora,Mustelidae,Ictonyx,libyca,4.48,230,Saharan Striped Polecat
Carnivora,Mustelidae,Poecilogale,albinucha,4.5,250,African Striped Weasel
Carnivora,Herpestidae,Helogale,parvula,4.8,267,Common Dwarf Mongoose
Carnivora,Mustelidae,Vormela,peregusna,4.8,448,Marbled Polecat
Carnivora,Mephitidae,Spilogale,putorius,5,326,Eastern Spotted Skunk
Carnivora,Mustelidae,Mustela,sibirica,6,395,Siberian Weasel
Carnivora,Mephitidae,Spilogale,gracilis,6.81,420,Western Spotted Skunk
Carnivora,Mustelidae,Neovison,vison,7,645,American Mink
Carnivora,Herpestidae,Herpestes,javanicus,7.2,527,Indian Mongoose
Carnivora,Mustelidae,Mustela,lutreolina,8.5,538,Indonesian Mountain Weasel
Carnivora,Mustelidae,Mustela,lutreola,8.5,590,European Mink
Carnivora,Viverridae,Prionodon,linsang,8.5,698,Banded Linsang
Carnivora,Mustelidae,Ictonyx,striatus,8.5,713,Striped Polecat
Carnivora,Mustelidae,Mustela,nigripes,8.5,809,Black-footed Ferret
Carnivora,Herpestidae,Galerella,sanguinea,8.8,533,Slender Mongoose
Carnivora,Viverridae,Prionodon,pardicolor,9.03,450,Spotted Linsang
Carnivora,Herpestidae,Crossarchus,obscurus,9.99,865,Common Kusimanse
Carnivora,Herpestidae,Suricata,suricatta,10.3,725,Meerkat
Carnivora,Herpestidae,Herpestes,edwardsi,10.49,1260,Indian Gray Mongoose
Carnivora,Herpestidae,Cynictis,penicillata,10.5,571,Yellow Mongoose
Carnivora,Herpestidae,Mungos,mungo,10.5,860,Banded Mongoose
Carnivora,Eupleridae,Galidia,elegans,10.7,914,Ring-tailed Mongoose
Carnivora,Eupleridae,Salanoia,concolor,11.02,780,Brown Mongoose
Carnivora,Herpestidae,Galerella,pulverulenta,11.02,840,Cape Gray Mongoose
Carnivora,Herpestidae,Herpestes,fuscus,12.55,1120,Indian Brown Mongoose
Carnivora,Mephitidae,Conepatus,humboldtii,12.6,1294,Humboldt's Hog-nosed Skunk
Carnivora,Viverridae,Genetta,genetta,14,1820,Common Genet
Carnivora,Mephitidae,Conepatus,leuconotus,14.4,2010,American Hog-nosed Skunk
Carnivora,Herpestidae,Herpestes,smithii,14.6,1205,Ruddy Mongoose
Carnivora,Mephitidae,Mydaus,marchei,14.87,1414,Palawan Stink Badger
Carnivora,Viverridae,Genetta,angolensis,15.49,2100,Angolan Genet
Carnivora,Mustelidae,Martes,americana,15.8,860,American Marten
Carnivora,Herpestidae,Paracynictis,selousi,15.8,1700,Selous  Mongoose
Carnivora,Procyonidae,Bassariscus,astutus,16,985,Ring-tailed cat, Cacomistle
Carnivora,Viverridae,Genetta,servalina,16,1295,Servaline Genet
Carnivora,Viverridae,Viverricula,indica,16.78,2660,Small Indian Civet
Carnivora,Herpestidae,Bdeogale,crassicauda,16.95,1250,Bushy-tailed Mongoose
Carnivora,Herpestidae,Rhynchogale,melleri,16.95,2720,Meller s Mongoose
Carnivora,Eupleridae,Eupleres,goudotii,17,1850,Falanouc
Carnivora,Canidae,Vulpes,zerda,17.3,969,Fennec
Carnivora,Nandiniidae,Nandinia,binotata,17.3,3190,African Palm Civet
Carnivora,Viverridae,Paradoxurus,zeylonensis,17.81,2720,Golden Palm Civet
Carnivora,Mustelidae,Galictis,vittata,17.97,1328,Greater Grison
Carnivora,Mustelidae,Martes,martes,18,982,European Pine Marten
Carnivora,Mustelidae,Martes,zibellina,18.5,1130,Sable
Carnivora,Mephitidae,Conepatus,chinga,18.7,1587,Molina's Hog-nosed Skunk
Carnivora,Mustelidae,Galictis,cuja,18.8,1190,Lesser Grison
Carnivora,Viverridae,Hemigalus,derbyanus,18.9,2041,Banded Palm Civet
Carnivora,Felidae,Prionailurus,rubiginosus,18.92,1420,Rusty-Spotted Cat
Carnivora,Procyonidae,Bassaricyon,gabbii,19.3,1250,Bushy-tailed olingo
Carnivora,Procyonidae,Bassaricyon,alleni,19.37,1235,Allen's Olingo
Carnivora,Mephitidae,Mydaus,javanensis,19.49,2510,Indonesian Stink Badger
Carnivora,Eupleridae,Fossa,fossana,19.69,1500,Malagasy Civet
Carnivora,Felidae,Felis,nigripes,20.1,1100,African black-footed cat
Carnivora,Mustelidae,Martes,foina,20.9,1450,Beech Marten
Carnivora,Herpestidae,Herpestes,urva,20.91,2360,Crab-eating Mongoose
Carnivora,Felidae,Prionailurus,planiceps,21.98,2100,Flat-headed Cat
Carnivora,Viverridae,Arctogalidia,trivirgata,21.98,2460,Small-toothed Palm Civet
Carnivora,Herpestidae,Herpestes,ichneumon,23.3,3265,Egyptian Mongoose
Carnivora,Viverridae,Viverra,tangalunga,24.1,4710,Malayan Civet
Carnivora,Canidae,Vulpes,bengalensis,24.5,2260,Bengal Fox
Carnivora,Canidae,Vulpes,pallida,25.03,3600,Pale Fox
Carnivora,Herpestidae,Herpestes,naso,25.53,3000,Long-nosed Mongoose
Carnivora,Felidae,Felis,catus,25.6,3300,Domestic Cat
Carnivora,Herpestidae,Herpestes,vitticollis,25.79,2290,Stripe-necked Mongoose
Carnivora,Canidae,Vulpes,rueppellii,25.8,2250,Ru[..]ppell's fox
Carnivora,Viverridae,Paradoxurus,hermaphroditus,25.95,2773.5,Asian Palm Civet
Carnivora,Canidae,Urocyon,littoralis,27.7,1896,Channel Islands Gray Fox
Carnivora,Herpestidae,Atilax,paludinosus,28.5,3670,Marsh Mongoose
Carnivora,Canidae,Nyctereutes,procyonoides,28.5,4020,Asiatic Raccoon
Carnivora,Mustelidae,Martes,pennanti,29,2250,Fisher
Carnivora,Felidae,Prionailurus,bengalensis,29.37,5470,Leopard Cat
Carnivora,Viverridae,Cynogale,bennettii,29.96,4010,Otter Civet
Carnivora,Viverridae,Paguma,larvata,30.9,4800,Gem-faced civet
Carnivora,Canidae,Vulpes,velox,32.1,2345,Swift Fox
Carnivora,Eupleridae,Cryptoprocta,ferox,32.1,6775,Fossa
Carnivora,Mustelidae,Hydrictis,maculicollis,33,4300,Spotted-necked Otter
Carnivora,Canidae,Vulpes,chama,33.5,2955,Cape Fox
Carnivora,Felidae,Leopardus,geoffroyi,34,3590,Geoffroy's Cat
Carnivora,Mustelidae,Martes,flavigula,34.12,2510,Yellow-throated Marten
Carnivora,Felidae,Felis,manul,34.47,3000,Pallas' Cat
Carnivora,Hyaenidae,Proteles,cristata,35.2,8820,Aardwolf
Carnivora,Canidae,Vulpes,lagopus,35.5,3415,Arctic Fox
Carnivora,Felidae,Felis,silvestris,35.5,4130,Common Wild Cat
Carnivora,Viverridae,Viverra,megaspila,36.6,8500,Large-spotted Civet
Carnivora,Felidae,Felis,chaus,37,5050,Jungle Cat
Carnivora,Viverridae,Viverra,zibetha,37,8500,Large Indian Civet
Carnivora,Viverridae,Civettictis,civetta,37,11250,African Civet
Carnivora,Mustelidae,Aonyx,cinerea,38.09,4060,Asian Small-clawed Otter
Carnivora,Mustelidae,Lontra,felina,38.9,4000,Marine Otter
Carnivora,Mustelidae,Lutra,lutra,39,6750,Common Otter
Carnivora,Canidae,Lycalopex,gymnocercus,40,4350,Pampas Fox
Carnivora,Canidae,Speothos,venaticus,40.5,5990,Bush Dog
Carnivora,Viverridae,Arctictis,binturong,40.85,11470,Bear-cat
Carnivora,Felidae,Puma,yagouaroundi,40.9,2485,Jaguarundi
Carnivora,Viverridae,Viverra,civettina,42.1,8500,Malabar Large-spotted Civet
Carnivora,Canidae,Lycalopex,griseus,42.47,4324,South American Gray Fox
Carnivora,Mustelidae,Meles,meles,45.5,10100,Badger
Carnivora,Felidae,Prionailurus,viverrinus,46.53,8410,Fishing Cat
Carnivora,Ailuridae,Ailurus,fulgens,46.8,5590,Red Panda
Carnivora,Mustelidae,Eira,barbara,47.05,2668,Tayra
Carnivora,Mustelidae,Taxidea,taxus,48.9,7425,American Badger
Carnivora,Mustelidae,Arctonyx,collaris,49.4,10490,Hog Badger
Carnivora,Canidae,Cerdocyon,thous,49.5,5600,Crab-eating Fox
Carnivora,Mustelidae,Lontra,canadensis,50.5,7850,Canadian otter
Carnivora,Canidae,Canis,adustus,50.8,6155,Side-striped Jackal
Carnivora,Canidae,Lycalopex,culpaeus,51.4,8840,Culpeo
Carnivora,Felidae,Caracal,caracal,51.9,7690,Caracal
Carnivora,Canidae,Canis,mesomelas,54.8,8000,Black-backed Jackal
Carnivora,Mustelidae,Lontra,longicaudis,57.4,8000,Amazonian river otter
Carnivora,Felidae,Profelis,aurata,57.97,11940,African Golden Cat
Carnivora,Mustelidae,Lutrogale,perspicillata,61,7300,Smooth-coated Otter
Carnivora,Mustelidae,Melogale,personata,61.4,14042,Burmese Ferret-badger
Carnivora,Procyonidae,Procyon,cancrivorus,61.56,6931.72,Crab-eating Raccoon
Carnivora,Canidae,Atelocynus,microtis,62.18,9030,Short-eared Dog
Carnivora,Felidae,Catopuma,temminckii,68.03,4220,Asian Golden Cat
Carnivora,Felidae,Lynx,lynx,68.5,17200,Eurasian Lynx
Carnivora,Felidae,Neofelis,nebulosa,68.7,19490,Clouded Leopard
Carnivora,Canidae,Canis,aureus,72.2,7150,Eurasian Golden Jackal
Carnivora,Mustelidae,Gulo,gulo,72.5,10600,Glutton
Carnivora,Mustelidae,Mellivora,capensis,72.97,8080,Honey Badger
Carnivora,Canidae,Canis,latrans,84.5,9760,Coyote
Carnivora,Mustelidae,Pteronura,brasiliensis,85.6,24000,Giant Otter
Carnivora,Canidae,Cuon,alpinus,94.6,13800,Asiatic Wild Dog
Carnivora,Mustelidae,Aonyx,capensis,94.6,19110,African Clawless Otter
Carnivora,Hyaenidae,Hyaena,hyaena,97.5,36300,Striped Hyena
Carnivora,Felidae,Uncia,uncia,101.5,32500,Snow leopard
Carnivora,Hyaenidae,Hyaena,brunnea,106.7,39300,Brown Hyena
Carnivora,Felidae,Acinonyx,jubatus,111,43000,Cheetah
Carnivora,Mustelidae,Enhydra,lutris,119,23600,Sea Otter
Carnivora,Canidae,Chrysocyon,brachyurus,120.3,23250,Maned Wolf
Carnivora,Canidae,Lycaon,pictus,129,22050,African Wild Dog
Carnivora,Canidae,Canis,lupus,130,31100,Gray Wolf
Carnivora,Felidae,Panthera,onca,149,77700,Jaguar
Carnivora,Hyaenidae,Crocuta,crocuta,175,62370,Spotted Hyena
Carnivora,Ursidae,Ailuropoda,melanoleuca,205,87500,Bamboo Bear
Carnivora,Felidae,Panthera,leo,259.5,84000,African lion
Carnivora,Ursidae,Ursus,thibetanus,269,69860,Asian Black Bear
Carnivora,Otariidae,Zalophus,californianus,405,91000,California Sealion
Cetacea,Delphinidae,Delphinus,delphis,797.26,65086.96,Short-beaked Common Dolphin
Cetacea,Delphinidae,Lagenorhynchus,obliquidens,1136.75,89750,Pacific White-sided Dolphin
Cetacea,Delphinidae,Tursiops,truncatus,1573,170480,Bottle-nosed Dolphin
Cetacea,Delphinidae,Stenella,longirostris,450,33600,Spinner Dolphin
Cetacea,Phocoenidae,Phocoenoides,dalli,833.67,98333.33,Dall s Porpoise
Cetacea,Delphinidae,Stenella,coeruleoalba,883.75,63500,Striped Dolphin
Cetacea,Monodontidae,Delphinapterus,leucas,1921,498250,Beluga
Cetacea,Delphinidae,Pseudorca,crassidens,4307,2e+06,False Killer Whale
Cetacea,Phocoenidae,Phocoena,phocoena,1735,142430,Common Porpoise
Cetacea,Balaenopteridae,Balaenoptera,physalus,5100,62500000,Fin Whale
Cetacea,Delphinidae,Orcinus,orca,6052,3273000,Killer Whale
Cetacea,Platanistidae,Platanista,gangetica,290.5,59630,Bhulan
Cetacea,Phocoenidae,Neophocaena,phocaenoides,468,32400,Finless Porpoise
Cetacea,Iniidae,Lipotes,vexillifer,558,180000,Baiji
Cetacea,Phocoenidae,Phocoena,spinipinnis,597,68041.9,Burmeister s Porpoise
Cetacea,Physeteridae,Kogia,sima,622,168500,Dwarf Sperm Whale
Cetacea,Iniidae,Inia,geoffrensis,633.645,92003.5,Amazon River Dolphin
Cetacea,Delphinidae,Sotalia,fluviatilis,688,42240,Gray Dolphin
Cetacea,Delphinidae,Cephalorhynchus,commersonii,725,48000,Commerson s Dolphin
Cetacea,Delphinidae,Cephalorhynchus,heavisidii,763,71000,Haviside s Dolphin
Cetacea,Delphinidae,Stenella,attenuata,779.83,65614.53,Pantropical Spotted Dolphin
Cetacea,Delphinidae,Lagenorhynchus,obscurus,886.1,58473.1,Dusky Dolphin
Cetacea,Physeteridae,Kogia,breviceps,1019,334000,Pygmy Sperm Whale
Cetacea,Delphinidae,Lagenorhynchus,acutus,1103.17,244605,Atlantic White-sided Dolphin
Cetacea,Delphinidae,Lagenorhynchus,albirostris,1126,67500,White-beaked Dolphin
Cetacea,Delphinidae,Lissodelphis,borealis,1162,73000,Northern Right Whale Dolphin
Cetacea,Ziphiidae,Mesoplodon,densirostris,1424.5,770500,Blainville s Beaked Whale
Cetacea,Delphinidae,Tursiops,aduncus,1498,141150,Indian Ocean bottlenose dolphin
Cetacea,Delphinidae,Steno,bredanensis,1541.9,123830.9,Rough-toothed Dolphin
Cetacea,Ziphiidae,Ziphius,cavirostris,2004,2273000.001,Cuvier s Beaked Whale
Cetacea,Ziphiidae,Mesoplodon,europaeus,2149,732500,Antillean beaked whale
Cetacea,Ziphiidae,Mesoplodon,mirus,2355,929500,True s Beaked Whale
Cetacea,Delphinidae,Globicephala,macrorhynchus,2466,386000,Short-finned Pilot Whale
Cetacea,Delphinidae,Grampus,griseus,2551,4e+05,Risso s Dolphin
Cetacea,Delphinidae,Globicephala,melas,2673,1061000,Long-finned Pilot Whale
Cetacea,Balaenidae,Balaena,mysticetus,2738,90999999.93,Bowhead
Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,2850,5587093.59,Common Minke Whale
Cetacea,Monodontidae,Monodon,monoceros,2993.7,1578329.998,Narwhal
Cetacea,Balaenopteridae,Balaenoptera,musculus,3636,50903999.97,Blue Whale
Cetacea,Eschrichtiidae,Eschrichtius,robustus,4316.67,30000000.02,Gray Whale
Cetacea,Balaenopteridae,Balaenoptera,borealis,4900,36666666.67,Sei Whale
Cetacea,Balaenopteridae,Megaptera,novaeangliae,6100,30050000,Humpback Whale
Cetacea,Physeteridae,Physeter,catodon,8183,37416650.04,Sperm Whale
Chiroptera,Emballonuridae,Rhynchonycteris,naso,0.11,4.3,Proboscis Bat
Chiroptera,Vespertilionidae,Myotis,nigricans,0.127,4.45,Black Myotis
Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,0.1495,4.55,Lesser Horseshoe Bat
Chiroptera,Vespertilionidae,Myotis,mystacinus,0.15717,4.85,Whiskered Myotis
Chiroptera,Vespertilionidae,Myotis,nattereri,0.22,7.15,Natterer's Bat
Chiroptera,Emballonuridae,Saccopteryx,bilineata,0.2252,7.78,Greater Sac-winged Bat
